location,size,total_sqft,bath,price,Place
NS Palya,2 BHK,1200,2,74,Bengaluru
Subramanyapura,2 BHK,929,2,50.17,Bengaluru
RMV 2nd Stage,4 BHK,1150,4,260,Bengaluru
Basavangudi,4 Bedroom,1125,4,180,Bengaluru
Kenchenahalli,5 Bedroom,500,3,65,Bengaluru
3rd Block Hrbr Layout,5 Bedroom,1200,5,190,Bengaluru
KUDLU MAIN ROAD,3 BHK,1464,3,56,Bengaluru
7th Phase JP Nagar,4 BHK,3600,4,400,Bengaluru
Bank Avenue,4 Bedroom,2000,4,99,Bengaluru
Chikkalasandra,2 BHK,1208,2,49,Bengaluru
Hebbal Kempapura,2 BHK,1130,2,60,Bengaluru
Surabhi Layout,3 BHK,1753,3,120,Bengaluru
Old Madras Road,5 BHK,4500,7,337,Bengaluru
Banjara Layout,3 Bedroom,600,3,58,Bengaluru
Hoodi,2 BHK,1196,2,94.42,Bengaluru
5th Phase JP Nagar,2 BHK,1150,3,52.5,Bengaluru
Electronic City,2 BHK,1128,2,63,Bengaluru
Omkar Nagar,2 BHK,1000,2,53,Bengaluru
Yelahanka,2 BHK,1035,2,45,Bengaluru
Kereguddadahalli,2 BHK,950,2,32,Bengaluru
Bisuvanahalli,3 BHK,1075,2,36,Bengaluru
Whitefield,2 BHK,1040,2,48.5,Bengaluru
Maragondanahalli,2 Bedroom,720,2,45,Bengaluru
Lingadheeranahalli,3 BHK,1511,3,95,Bengaluru
Silk Board,3 BHK,1300,3,58,Bengaluru
Hoodi,3 BHK,1545,3,68.75,Bengaluru
Shampura,1 BHK,375,2,26,Bengaluru
Vidyaranyapura,2 BHK,1062,2,38,Bengaluru
Kada Agrahara,2 BHK,1115,2,40,Bengaluru
JP Nagar,2 BHK,1000,2,35,Bengaluru
Kambipura,2 BHK,883,2,45,Bengaluru
Sarjapur  Road,2 BHK,1195,2,70,Bengaluru
BHEL Layout,4 Bedroom,1200,3,165,Bengaluru
Medahalli,1 Bedroom,700,1,41,Bengaluru
Vittasandra,2 BHK,1246,2,67,Bengaluru
8th Phase JP Nagar,4 Bedroom,660,4,90,Bengaluru
Banashankari Stage III,4 Bedroom,8500,4,145,Bengaluru
Kashi Nagar,4 BHK,1600,4,80,Bengaluru
Haralur Road,4 BHK,2805,5,154,Bengaluru
Begur Road,3 BHK,1584,3,65,Bengaluru
Sector 7 HSR Layout,4 Bedroom,3000,5,275,Bengaluru
Hosur Road,3 BHK,1175,2,48,Bengaluru
"Yemlur, Old Airport Road, ",3 BHK,1595,3,115,Bengaluru
VHBCS Layout,2 BHK,1353,2,110,Bengaluru
Electronic City,3 BHK,1599,3,125,Bengaluru
Whitefield,2 BHK,1150,2,70,Bengaluru
Jakkur,4 BHK,5230,6,465,Bengaluru
KR Puram,2 BHK,1155,2,42.74,Bengaluru
Ittamadu,1 BHK,1200,2,85,Bengaluru
Electronic City Phase II,2 BHK,1000,2,25,Bengaluru
Thanisandra,4 BHK,3000,4,120,Bengaluru
Rajiv Nagar,3 BHK,1867,3,160,Bengaluru
Ramagondanahalli,2 BHK,1251,2,47,Bengaluru
Gattahalli,2 BHK,1028,2,45.5,Bengaluru
Arekere,2 BHK,1222,2,45,Bengaluru
Bannerghatta Road,3 BHK,1170,2,66,Bengaluru
Hebbal,3 BHK,2400,4,245,Bengaluru
Ramanjaneyanagar,3 BHK,1385,2,48.48,Bengaluru
HSR Layout,2 BHK,1372,2,68,Bengaluru
Magadi Road,3 BHK,1282,2,49,Bengaluru
Mico Layout,9 BHK,5000,9,210,Bengaluru
7th Block Jayanagar,5 Bedroom,3000,3,528,Bengaluru
Kanakpura Road,2 BHK,1135,2,39.73,Bengaluru
Whitefield,3 BHK,1768,3,101,Bengaluru
Byatarayanapura,3 BHK,1325,2,90,Bengaluru
Electronic City,3 BHK,1599,3,99,Bengaluru
Whitefield,3 Bedroom,1500,3,61.95,Bengaluru
2nd Phase JP Nagar,3 Bedroom,2610,3,499,Bengaluru
Uttarahalli,2 BHK,1286,2,63,Bengaluru
Kammanahalli,5 BHK,2845,5,140,Bengaluru
K G Colony,3 BHK,1600,2,50,Bengaluru
Hennur Road,2 BHK,1195 - 1440,2,63.77,Bengaluru
Hebbal,3 BHK,3450,5,260,Bengaluru
Munnekollal,2 BHK,1102,2,53.67,Bengaluru
Yelahanka,2 BHK,1350,2,54,Bengaluru
Banashankari,3 BHK,1200,2,42,Bengaluru
Hosa Road,6 Bedroom,1300,6,145,Bengaluru
Herohalli,2 Bedroom,1800,1,80,Bengaluru
Chikkabanavar,2 BHK,950,2,40,Bengaluru
Kanakpura Road,1 BHK,525,1,27.25,Bengaluru
Attibele,2 BHK,656,2,25,Bengaluru
Marathahalli,4 Bedroom,1780,4,175,Bengaluru
3rd Block Hrbr Layout,2 BHK,1056,2,80,Bengaluru
Bannerghatta Road,1 BHK,595,1,33.32,Bengaluru
Ittamadu,2 BHK,1080,2,50,Bengaluru
7th Phase JP Nagar,3 BHK,2225,3,160,Bengaluru
Bommasandra,2 BHK,1126,2,28.15,Bengaluru
Electronics City Phase 1,3 BHK,1490,3,84,Bengaluru
HRBR Layout,4 Bedroom,2000,4,300,Bengaluru
Sarjapur  Road,3 BHK,1550,3,100,Bengaluru
,3 BHK,1600,3,86,Bengaluru
Ashwini layout,2 BHK,1160,2,55,Bengaluru
Whitefield,4 Bedroom,4144,4,315,Bengaluru
Sarjapur  Road,3 BHK,2100,3,125,Bengaluru
Vittasandra,2 BHK,1404,2,69.3,Bengaluru
Sarjapur  Road,4 Bedroom,2230,4,225,Bengaluru
Marathalli bridge,3 BHK,1544,3,120,Bengaluru
Banashankari Stage III,3 BHK,1305,2,58.7,Bengaluru
Marathahalli,2 BHK,1230,2,80,Bengaluru
T.C PALYA,2 Bedroom,1200,2,65,Bengaluru
Harlur,3 BHK,1460,3,73,Bengaluru
Sarjapur  Road,,1200 - 2400,,34.185,Bengaluru
Gottigere,2 BHK,967,2,45,Bengaluru
Byatarayanapura,1 Bedroom,540,1,36,Bengaluru
Hormavu,1 BHK,715,1,46,Bengaluru
Whitefield,3 BHK,2500,3,313,Bengaluru
Dooravani Nagar,3 BHK,1578,3,180,Bengaluru
Mysore Road,2 BHK,1020,2,48.95,Bengaluru
Jigani,2 BHK,1020,2,40,Bengaluru
Koramangala,2 BHK,1253,2,102,Bengaluru
JCR Layout,2 BHK,1180,2,42,Bengaluru
Nehru Nagar,2 BHK,961,2,38,Bengaluru
Kanakapura,3 BHK,1419,3,75,Bengaluru
Harlur,3 BHK,1709,3,150,Bengaluru
Papareddipalya,2 Bedroom,1600,2,115,Bengaluru
Venkatapura,1 BHK,416,1,18.5,Bengaluru
Sanjay nagar,2 BHK,1100,2,98,Bengaluru
HSR Layout,3 BHK,1430,2,65,Bengaluru
Sneha Colony,2 BHK,1260,2,45,Bengaluru
RMV Extension,3 BHK,1630,3,85,Bengaluru
Sarjapur  Road,3 BHK,1249,3,44.71,Bengaluru
Kalena Agrahara,3 BHK,1450,2,85,Bengaluru
Konanakunte,3 BHK,2791,3,223,Bengaluru
Hosapalya,1 BHK,600,1,90,Bengaluru
Ashwini layout,1 BHK,834,1,60,Bengaluru
Doddagubbi,3 Bedroom,1125,4,70,Bengaluru
Arekere,3 BHK,2060,3,140,Bengaluru
Malleshwaram,7 BHK,12000,7,2200,Bengaluru
Gottigere,2 BHK,891,2,25,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1133,2,49.07,Bengaluru
Bisuvanahalli,3 BHK,1075,2,37,Bengaluru
Sector 6 HSR Layout,4 BHK,3000,5,260,Bengaluru
Brookefield,4 Bedroom,2440,5,425,Bengaluru
Vidyaranyapura,2 BHK,1200,2,55,Bengaluru
Thanisandra,2 BHK,1075,2,45.8,Bengaluru
Kaggadasapura,2 BHK,1140,2,40,Bengaluru
Margondanahalli,5 Bedroom,940,4,150,Bengaluru
ITI Layout,6 Bedroom,2160,5,250,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1090,2,42,Bengaluru
R.T. Nagar,4 Bedroom,1500,4,70,Bengaluru
Whitefield,4 BHK,4104,4,360,Bengaluru
Whitefield,3 BHK,1790,3,100,Bengaluru
Hebbal,3 BHK,1920,3,134,Bengaluru
HRBR Layout,2 BHK,1374,2,95,Bengaluru
Bannerghatta Road,3 BHK,1445,3,95,Bengaluru
Kanakapura,1 BHK,711,1,36,Bengaluru
Tumkur Road,3 BHK,1500,3,95,Bengaluru
Whitefield,3 BHK,1720,3,100,Bengaluru
Vasanthapura,3 BHK,1400,3,60,Bengaluru
Kundalahalli,2 BHK,1030,2,49,Bengaluru
Mysore Road,2 BHK,1200,2,85,Bengaluru
Hosahalli,3 BHK,1375,3,70,Bengaluru
Hegde Nagar,2 Bedroom,1050,1,56,Bengaluru
Jalahalli,3 BHK,2250,3,160,Bengaluru
Bellandur,2 BHK,1000,2,50,Bengaluru
Jalahalli West,1 BHK,469,1,25,Bengaluru
Marathahalli,4 BHK,3800,4,250,Bengaluru
Kambipura,2 BHK,883,2,29,Bengaluru
GM Palaya,3 BHK,1820,2,86,Bengaluru
Singasandra,3 BHK,1440,2,65,Bengaluru
near Ramanashree California resort,6 BHK,3600,4,160,Bengaluru
Malleshwaram,4 BHK,2500,5,325,Bengaluru
Mahadevpura,2 BHK,1225,2,48,Bengaluru
"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,4000,3,660,Bengaluru
Chikkalasandra,2 BHK,875,2,52.8,Bengaluru
Jalahalli East,1 BHK,750,1,40,Bengaluru
6th Phase JP Nagar,2 BHK,1180,2,80,Bengaluru
Haralur Road,2 BHK,1194,2,47,Bengaluru
Hennur Road,3 BHK,1500,2,62,Bengaluru
Poornapragna Housing Society Layout,2 BHK,1160,2,52.2,Bengaluru
Arekere,9 Bedroom,4125Perch,9,265,Bengaluru
Hosakerehalli,3 BHK,2378,3,262,Bengaluru
Sarjapur,2 BHK,1128,2,60,Bengaluru
Hebbal,3 BHK,1500,3,150,Bengaluru
Huskur,3 BHK,1220,2,35.23,Bengaluru
Sarjapur  Road,2 BHK,1210,2,58,Bengaluru
Kanakpura Road,3 BHK,1100,2,58,Bengaluru
Bommasandra,3 BHK,1200,3,46,Bengaluru
Haralur Road,4 BHK,3385,5,260,Bengaluru
Nagondanahalli,3 BHK,1641,3,66,Bengaluru
Horamavu Agara,2 BHK,1200,2,45,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1260,2,67.39,Bengaluru
Mahadevpura,3 BHK,1720,3,78,Bengaluru
Yelahanka,2 BHK,1120 - 1145,2,48.13,Bengaluru
Yelahanka,2 BHK,1210,2,45.98,Bengaluru
Indira Nagar,4 Bedroom,2200,4,200,Bengaluru
Bisuvanahalli,3 BHK,1075,2,45,Bengaluru
Thanisandra,3 BHK,1702,3,130,Bengaluru
Shanthala Nagar,2 BHK,1630,2,200,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1141,2,38.55,Bengaluru
Shantiniketan Layout,3 BHK,2072,3,108,Bengaluru
JP Nagar,5 BHK,4400 - 6640,,375,Bengaluru
Herohalli,3 Bedroom,1200,2,70,Bengaluru
Teachers Colony,3 BHK,1350,3,77,Bengaluru
Bettahalsoor,4 Bedroom,3090 - 5002,4,445,Bengaluru
Srinivasa Nagar,3 BHK,1180,2,78.34,Bengaluru
Yelahanka,3 BHK,35000,3,130,Bengaluru
Langford Town,2 BHK,1355,2,115,Bengaluru
Sulthangunta,1 Bedroom,600,1,50,Bengaluru
Hormavu,7 Bedroom,1200,7,150,Bengaluru
Bannerghatta Road,3 BHK,1640,2,120,Bengaluru
Byrathi Village,5 Bedroom,1200,5,100,Bengaluru
Kodichikkanahalli,3 BHK,1190,2,57,Bengaluru
OMBR Layout,4 Bedroom,2400,4,375,Bengaluru
Marathahalli,2 BHK,1019,2,49.85,Bengaluru
Ambedkar Colony,3 BHK,1875,3,165,Bengaluru
Akshaya Nagar,3 BHK,1250,3,40,Bengaluru
Brookefield,3 Bedroom,1200,3,140,Bengaluru
Whitefield,2 BHK,1140,2,56,Bengaluru
Lingadheeranahalli,3 BHK,1683,3,109,Bengaluru
Kaggadasapura,3 BHK,1515,3,83.3,Bengaluru
Hoodi,4 BHK,2118,4,111,Bengaluru
Bannerghatta Road,4 Bedroom,1380,3,58,Bengaluru
Varthur Road,2 BHK,1083,2,61.75,Bengaluru
Anjappa Layout,2 Bedroom,600,2,55,Bengaluru
Avalahalli,3 BHK,2300,3,120,Bengaluru
Prakruthi Nagar,2 BHK,1240,2,60,Bengaluru
Surabhi Layout,3 BHK,1750,3,120,Bengaluru
Sadaramangala,2 BHK,1230,2,43.48,Bengaluru
Anjanapura,3 Bedroom,1500,3,139,Bengaluru
Abbigere,2 BHK,985,2,40.39,Bengaluru
Tindlu,3 Bedroom,1500,2,87,Bengaluru
Electronic City,2 BHK,1125,2,32.49,Bengaluru
Maruthi Sevanagar,2 BHK,950,2,44,Bengaluru
JP Nagar,5 BHK,4400 - 6800,,548.5,Bengaluru
Kothanur,3 BHK,1580,3,76,Bengaluru
B Narayanapura,3 Bedroom,1092,2,98.5,Bengaluru
Electronic City Phase II,2 BHK,1090,2,28.34,Bengaluru
Hennur Road,3 Bedroom,2264,3,159,Bengaluru
Dommasandra,3 BHK,1033,2,25.53,Bengaluru
Kammasandra,2 BHK,810,2,24.5,Bengaluru
Green Garden Layout,2 BHK,1045,2,45,Bengaluru
Hebbal,2 BHK,1337,2,82,Bengaluru
Chandapura,2 BHK,1200,2,32,Bengaluru
Koramangala,3 BHK,1580,3,160,Bengaluru
Begur Road,3 BHK,1500,2,54,Bengaluru
Whitefield,3 BHK,1640,4,91,Bengaluru
Silver Springs Layout,3 BHK,1570,3,62,Bengaluru
Gubbalala,3 BHK,1470,2,82,Bengaluru
Kengeri,2 BHK,1160,2,40.61,Bengaluru
7th Phase JP Nagar,2 BHK,1050,2,71,Bengaluru
Dairy Circle,3 BHK,1855,3,225,Bengaluru
Bannerghatta Road,3 BHK,1460,2,90,Bengaluru
Hulimavu,3 BHK,1823,3,100,Bengaluru
Electronic City,2 BHK,1094,2,42,Bengaluru
Budigere,2 BHK,1153,2,57,Bengaluru
Hoysalanagar,3 BHK,1325,3,57,Bengaluru
Parappana Agrahara,4 Bedroom,1200,3,85,Bengaluru
Jakkur,3 BHK,1590,2,125,Bengaluru
Jeevan bima nagar,5 Bedroom,1210,4,160,Bengaluru
Raja Rajeshwari Nagar,4 Bedroom,1200,4,220,Bengaluru
Narayana Nagar 1st Block,2 BHK,1202,2,48,Bengaluru
Haralur Road,2 BHK,1202,2,53,Bengaluru
KSRTC Layout,2 BHK,1200,2,62.5,Bengaluru
Panathur,3 BHK,1688,3,118,Bengaluru
Kaval Byrasandra,2 BHK,1020,2,52,Bengaluru
Sarjapur,2 BHK,1185,2,47,Bengaluru
Ramagondanahalli,2 BHK,1235,2,52.04,Bengaluru
Hosakerehalli,4 BHK,3205,5,500,Bengaluru
Banashankari,2 BHK,1077,2,37.64,Bengaluru
Kengeri Satellite Town,3 BHK,1415,2,66,Bengaluru
EPIP Zone,3 BHK,2330,3,162,Bengaluru
Whitefield,2 BHK,805,2,35,Bengaluru
P&T Colony,1 BHK,425,1,20.03,Bengaluru
Whitefield,2 BHK,1155,2,59.95,Bengaluru
Cunningham Road,4 BHK,5270,4,1250,Bengaluru
Anekal,2 BHK,656,2,22,Bengaluru
New Gurappana Palya,2 BHK,1100,2,48,Bengaluru
Mahadevpura,2 BHK,1150,2,52,Bengaluru
Chelekare,1 Bedroom,600,1,60,Bengaluru
Ambedkar Colony,2 BHK,1468,2,140,Bengaluru
Palanahalli,4 Bedroom,4300,5,550,Bengaluru
Whitefield,3 BHK,2280,4,126,Bengaluru
Hegde Nagar,2 BHK,1341,2,97,Bengaluru
Jakkur,2 BHK,1279,2,77,Bengaluru
Electronic City Phase II,4 BHK,2225,4,98.88,Bengaluru
Thanisandra,2 BHK,1185,2,43.51,Bengaluru
Vadarpalya,3 BHK,1750,3,85,Bengaluru
Kudlu,2 BHK,1152,2,53.5,Bengaluru
Shivanagar,5 Bedroom,1000,4,160,Bengaluru
Hulimavu,2 BHK,1300,2,36,Bengaluru
Varthur Road,4 Bedroom,2760,4,155,Bengaluru
5th Phase JP Nagar,2 BHK,1070,2,39,Bengaluru
Uttarahalli,2 BHK,1101,2,45,Bengaluru
V.V Puram,2 BHK,775,2,55,Bengaluru
Yeshwanthpur,1 BHK,667,1,36.85,Bengaluru
Electronic City,2 BHK,1070,2,55,Bengaluru
Old Airport Road,3 BHK,1875,2,110,Bengaluru
Kundalahalli,2 BHK,735,2,57.99,Bengaluru
Sarjapur,5 Bedroom,4360,4,90,Bengaluru
Koramangala,3 BHK,1750,3,130,Bengaluru
Marathahalli,2 BHK,1215,2,67,Bengaluru
Sector 3 HSR Layout,9 Bedroom,600,9,190,Bengaluru
Vishwapriya Layout,2 BHK,820,2,30,Bengaluru
Banashankari Stage VI,2 BHK,1160 - 1195,2,59.935,Bengaluru
Battarahalli,3 BHK,1779,3,89.61,Bengaluru
HMT Layout,2 BHK,1105,2,58,Bengaluru
Basavanagara,1 BHK,1000Sq. Meter,2,93,Bengaluru
Whitefield,3 BHK,1650,3,60,Bengaluru
Jalahalli,2 BHK,1694,2,150,Bengaluru
Hosakerehalli,3 BHK,2376,3,203,Bengaluru
Cox Town,3 BHK,1975,3,150,Bengaluru
Kammasandra,2 BHK,674,2,33,Bengaluru
Kaggadasapura,2 BHK,1185,2,41,Bengaluru
 Thanisandra,1 RK,445,1,28,Bengaluru
Mylasandra,6 Bedroom,900,7,76,Bengaluru
HSR Layout,3 BHK,1475,3,75,Bengaluru
Gottigere,3 BHK,1618,3,82.5,Bengaluru
Koramangala,2 BHK,1120,2,65,Bengaluru
Marathahalli,4 BHK,2181,3,152,Bengaluru
Vidyaranyapura,4 Bedroom,1200,4,90,Bengaluru
Nagondanahalli,6 Bedroom,600,4,65,Bengaluru
Bannerghatta Road,3 BHK,1556,2,59.13,Bengaluru
Bannerghatta Road,2 BHK,1179,2,66.02,Bengaluru
Thanisandra,2 BHK,1296,2,83,Bengaluru
Kaggadasapura,2 BHK,1275,2,52,Bengaluru
Kalasipalya,7 Bedroom,1875,2,300,Bengaluru
Kathriguppe,3 BHK,1400,2,77,Bengaluru
Gottigere,2 BHK,1222,2,63,Bengaluru
Electronic City,2 BHK,940,2,41,Bengaluru
Thanisandra,2 BHK,1185,2,42.6,Bengaluru
Tumkur Road,3 BHK,1779,3,112,Bengaluru
Begur Road,3 BHK,1615,3,59.76,Bengaluru
JP Nagar,4 BHK,4000 - 5249,,453,Bengaluru
Haralur Road,2 BHK,1056,2,61,Bengaluru
7th Phase JP Nagar,2 BHK,1100,2,46,Bengaluru
Arekere,2 BHK,920,2,40,Bengaluru
ITI Layout,3 BHK,1602,2,75,Bengaluru
Padmanabhanagar,2 BHK,1176,2,62,Bengaluru
HBR Layout,4 Bedroom,675,3,59,Bengaluru
Richmond Town,3 BHK,1352,3,135,Bengaluru
Kasavanhalli,3 BHK,1717,3,99,Bengaluru
4 Bedroom Farm House in Bagalur,4 Bedroom,10961,4,80,Bengaluru
Bhoganhalli,4 BHK,2119,4,111,Bengaluru
Vittasandra,2 BHK,1246,2,67.3,Bengaluru
Anandapura,2 BHK,1141,2,42.79,Bengaluru
Hennur Road,2 BHK,1157,2,84,Bengaluru
Chandapura,2 BHK,1025,2,27.68,Bengaluru
Yelahanka New Town,1 BHK,650,1,33,Bengaluru
Hebbal,2 BHK,1349,2,98,Bengaluru
Narayanapura,3 BHK,1566,3,83.3,Bengaluru
Sahakara Nagar,4 BHK,2830,3,195,Bengaluru
Electronic City,3 BHK,1320,2,38.13,Bengaluru
manyata park,3 BHK,1780,3,84.83,Bengaluru
Varthur,2 BHK,1091,2,34.9,Bengaluru
Rachenahalli,4 BHK,3670,4,300,Bengaluru
7th Phase JP Nagar,2 BHK,918,2,50.49,Bengaluru
Yeshwanthpur,4 BHK,1950,4,130,Bengaluru
Panathur,3 BHK,1695,3,90,Bengaluru
Yelahanka,3 BHK,1705,3,95,Bengaluru
Kalyan nagar,3 BHK,1375,3,75,Bengaluru
Kanakpura Road,1 BHK,525,1,30,Bengaluru
Whitefield,2 BHK,1447,2,83,Bengaluru
Thanisandra,2 BHK,1114,2,39,Bengaluru
7th Phase JP Nagar,3 BHK,1450,2,100,Bengaluru
Belathur,2 BHK,460,1,15,Bengaluru
Vasanthapura,2 BHK,1022,2,40,Bengaluru
Hebbal,2 BHK,1000,2,45,Bengaluru
Electronic City,2 BHK,1128,2,68.75,Bengaluru
Kanakpura Road,2 BHK,1180,2,57,Bengaluru
TC Palaya,6 Bedroom,1000,6,69,Bengaluru
Nagarbhavi,2 Bedroom,1200,2,150,Bengaluru
Sadashiva Nagar,3 BHK,3761,3,660,Bengaluru
Kanakpura Road,2 BHK,1339,2,75,Bengaluru
Yelachenahalli,3 BHK,1400,2,55,Bengaluru
7th Phase JP Nagar,2 BHK,1040,2,39.52,Bengaluru
Kadugodi,2 BHK,1198,2,58,Bengaluru
Shirdi Sai Layout,4 Bedroom,1200,3,95,Bengaluru
Sarjapur  Road,3 BHK,1691,3,113,Bengaluru
Bisuvanahalli,3 BHK,1075,3,36,Bengaluru
1st Block Jayanagar,3 BHK,1630,3,194,Bengaluru
8th Phase JP Nagar,3 BHK,1240,3,43.5,Bengaluru
Bannerghatta Road,2 BHK,1115 - 1130,2,58.935,Bengaluru
Mallasandra,3 BHK,1665,3,86.58,Bengaluru
Marathahalli,3 BHK,2489,3,94,Bengaluru
Brookefield,2 BHK,1142,2,70,Bengaluru
Kodbisanhalli,3 BHK,1976,3,184,Bengaluru
Sathya Sai Layout,4 Bedroom,5500,4,600,Bengaluru
Kothannur,3 BHK,1853,3,82,Bengaluru
Vijayanagar,8 Bedroom,600,4,72,Bengaluru
Kasturi Nagar,2 BHK,1567,2,92,Bengaluru
Talaghattapura,2 BHK,1090,2,27.24,Bengaluru
Raja Rajeshwari Nagar,6 Bedroom,1200,4,125,Bengaluru
Indiranagar HAL 2nd Stage,4 Bedroom,2400,4,640,Bengaluru
Electronics City Phase 1,2 BHK,1175,2,51.47,Bengaluru
Subramanyapura,2 BHK,1200,2,52,Bengaluru
Kodichikkanahalli,2 BHK,995,2,41,Bengaluru
Magadi Road,2 BHK,884,2,41.1,Bengaluru
Vishwanatha Nagenahalli,5 Bedroom,900,3,80,Bengaluru
Yeshwanthpur,2 BHK,1170,2,57,Bengaluru
KR Puram,2 BHK,1225,2,46.55,Bengaluru
Electronic City,2 BHK,1342,2,73.3,Bengaluru
Uttarahalli,2 BHK,1345,2,67,Bengaluru
Kodigehaali,3 BHK,1320,3,65,Bengaluru
Singapura Village,2 BHK,1100Sq. Yards,2,45,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1140,2,49.39,Bengaluru
Battarahalli,2 BHK,1300,2,50,Bengaluru
Hosa Road,3 BHK,1652,3,85,Bengaluru
Thigalarapalya,3 BHK,2072,4,142,Bengaluru
Arekere,3 BHK,1740,2,95,Bengaluru
Electronic City,3 BHK,1360,2,71,Bengaluru
Hosur Road,3 BHK,1145,2,60,Bengaluru
Uttarahalli,3 BHK,1540,2,40,Bengaluru
Sarjapur  Road,2 BHK,1278,2,95,Bengaluru
Electronic City Phase II,1 BHK,630,1,40,Bengaluru
Kanakpura Road,3 BHK,1100,3,58,Bengaluru
Bendiganahalli,3 Bedroom,1200,3,95,Bengaluru
Hosakerehalli Layout,7 Bedroom,2500,6,115,Bengaluru
Chandapura,1 BHK,520 - 645,1,15.135,Bengaluru
Chandapura,2 BHK,1015,2,25.88,Bengaluru
Hosur Road,5 Bedroom,3300,5,240,Bengaluru
Basaveshwara Nagar,5 Bedroom,4500,5,415,Bengaluru
Gunjur,3 BHK,1356,2,66,Bengaluru
Hennagara,2 BHK,823,2,28,Bengaluru
TC Palaya,3 Bedroom,1200,2,66,Bengaluru
Ramamurthy Nagar,2 BHK,1050,2,37,Bengaluru
Ferrar Nagar,2 BHK,1180,2,69,Bengaluru
Whitefield,2 BHK,1116,2,51.91,Bengaluru
7th Phase JP Nagar,2 BHK,1070,2,42.79,Bengaluru
Varthur,2 BHK,1385,2,80,Bengaluru
Varthur,1 Bedroom,1000,1,70,Bengaluru
Whitefield,3 BHK,1897,3,130,Bengaluru
Magadi Road,2 BHK,1005,2,55.78,Bengaluru
Green Glen Layout,3 BHK,1575,3,125,Bengaluru
Subramanyapura,2 BHK,975,2,65,Bengaluru
Hennur Road,3 BHK,1904,3,120,Bengaluru
Kengeri Satellite Town,1 BHK,930,1,30,Bengaluru
Kanakpura Road,1 BHK,525,1,26,Bengaluru
BAGUR,1 BHK,686,1,17,Bengaluru
Electronic City Phase II,2 Bedroom,2400,3,150,Bengaluru
8th block Koramangala,2 Bedroom,1410,1,233,Bengaluru
Sarjapur  Road,3 Bedroom,2238,3,140,Bengaluru
Harlur,2 BHK,1174,2,69,Bengaluru
Thubarahalli,4 Bedroom,3800,4,239,Bengaluru
Whitefield,3 BHK,2225,2,125,Bengaluru
M.G Road,2 BHK,1250,2,200,Bengaluru
Jigani,2 BHK,918,2,52,Bengaluru
Mahadevpura,2 BHK,1250,2,52,Bengaluru
Sarjapur  Road,3 BHK,1800,3,110,Bengaluru
Marathahalli,2 BHK,1170,2,53,Bengaluru
Byatarayanapura,1 BHK,1300,1,200,Bengaluru
Bannerghatta Road,2 BHK,793,2,45,Bengaluru
Jakkur,3 BHK,1710,3,107,Bengaluru
Kambipura,3 BHK,1082,2,57.5,Bengaluru
Naganathapura,2 BHK,1001,2,33.03,Bengaluru
Srinivasa Nagar,4 Bedroom,1500,4,180,Bengaluru
Yelahanka,3 BHK,1590,2,54,Bengaluru
Basavanagara,3 BHK,2400,2,80,Bengaluru
Horamavu Banaswadi,3 BHK,1554,3,55,Bengaluru
Thanisandra,2 BHK,1000 - 1285,2,43.415,Bengaluru
Bellandur,5 BHK,4239,5,423,Bengaluru
Konanakunte,2 Bedroom,884,1,58,Bengaluru
Hosa Road,2 BHK,1045,2,98.89,Bengaluru
Marathahalli,2 BHK,1019,2,49.86,Bengaluru
Ambedkar Nagar,3 BHK,1935,4,130,Bengaluru
Uttarahalli,3 BHK,1135,2,39.73,Bengaluru
Lakshminarayana Pura,3 BHK,1680,3,150,Bengaluru
Hebbal,4 BHK,2470,5,247,Bengaluru
1st Phase JP Nagar,4 BHK,2825,4,250,Bengaluru
Hosakerehalli,3 BHK,2480,3,330,Bengaluru
5th Phase JP Nagar,9 Bedroom,1260,11,290,Bengaluru
Ramamurthy Nagar,5 Bedroom,1800,4,187,Bengaluru
Kasavanhalli,3 BHK,1799,3,90,Bengaluru
Whitefield,4 Bedroom,3606 - 5091,,304,Bengaluru
Attibele,1 BHK,400,1,11,Bengaluru
Kundalahalli,2 BHK,1047,2,82,Bengaluru
Kaverappa Layout,2 BHK,1282,2,87,Bengaluru
NGR Layout,2 BHK,1020,2,45.9,Bengaluru
Kammanahalli,4 Bedroom,1080,3,155,Bengaluru
Whitefield,2 BHK,1495,2,79.5,Bengaluru
Kasavanhalli,4 Bedroom,3260,4,240,Bengaluru
Divya Unnathi Layout,3 BHK,1611,2,64.44,Bengaluru
Koramangala,4 BHK,3500,5,425,Bengaluru
Vasantha Vallabha Nagar,3 Bedroom,1500,2,95,Bengaluru
Sahakara Nagar,3 BHK,1500,2,95,Bengaluru
Yelahanka,4 Bedroom,3206,5,270,Bengaluru
Uttarahalli,3 BHK,1540,3,50,Bengaluru
Hosa Road,3 BHK,1639,3,80,Bengaluru
Marathahalli,4 Bedroom,700,4,72,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1303,2,55.79,Bengaluru
Koramangala,2 BHK,1005,1,110,Bengaluru
