location,size,total_sqft,bath,price,Place
Chandapura,6 Bedroom,1533,5.0,85.0,Bengaluru
Balagere,3 BHK,1590,3.0,79.0,Bengaluru
CV Raman Nagar,2 BHK,1120,2.0,55.0,Bengaluru
Samethanahalli,2 BHK,1069,2.0,55.0,Bengaluru
Marathahalli,3 BHK,1933,3.0,140.0,Bengaluru
Hosur Road,2 BHK,1194,2.0,69.0,Bengaluru
Brookefield,2 BHK,1150,2.0,69.0,Bengaluru
Yelenahalli,2 BHK,1240,2.0,47.12,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1419,2.0,48.1,Bengaluru
7th Phase JP Nagar,8 Bedroom,1200,8.0,250.0,Bengaluru
Richmond Town,3 BHK,2150,4.0,240.0,Bengaluru
Suddaguntepalya,3 BHK,1450,3.0,55.0,Bengaluru
Udayapur Village,3 BHK,1630,3.0,68.29,Bengaluru
Dasanapura,2 BHK,708,1.0,40.0,Bengaluru
Kasavanhalli,3 Bedroom,1000,4.0,110.0,Bengaluru
Whitefield,4 Bedroom,11890,4.0,700.0,Bengaluru
Bellandur,2 BHK,1250,2.0,76.0,Bengaluru
7th Phase JP Nagar,3 BHK,1400,2.0,95.0,Bengaluru
Sarjapur  Road,3 BHK,1670,2.0,57.0,Bengaluru
Ardendale,3 BHK,1750,3.0,100.0,Bengaluru
Vittasandra,2 BHK,1404,2.0,71.0,Bengaluru
Hoodi,3 BHK,1715,2.0,95.0,Bengaluru
Electronic City,1 BHK,630,1.0,34.65,Bengaluru
Harlur,3 BHK,1752.12,3.0,135.0,Bengaluru
Hulimavu,3 BHK,1650,3.0,78.0,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1295,2.0,55.47,Bengaluru
Giri Nagar,3 Bedroom,1800,3.0,252.0,Bengaluru
Sarjapur  Road,2 BHK,1346,2.0,74.03,Bengaluru
Thippasandra,4 Bedroom,1200,4.0,200.0,Bengaluru
Hormavu,2 BHK,1150,2.0,55.0,Bengaluru
Chikkabidarakallu,4 Bedroom,3309,4.0,325.0,Bengaluru
Chandapura,3 BHK,1190,2.0,30.35,Bengaluru
AECS Layout,3 BHK,1620,3.0,98.0,Bengaluru
Marathahalli,2 BHK,950,2.0,46.96,Bengaluru
1 Giri Nagar,11 BHK,5000,9.0,360.0,Bengaluru
Harlur,3 BHK,2450,3.0,120.0,Bengaluru
Electronic City Phase II,3 BHK,1220,2.0,35.23,Bengaluru
Hoysalanagar,2 BHK,850,2.0,30.0,Bengaluru
Padmanabhanagar,2 BHK,1020,2.0,63.0,Bengaluru
Chikkalasandra,2 BHK,1100,2.0,50.0,Bengaluru
Defence Colony,2 BHK,1150,2.0,126.0,Bengaluru
Hebbal,3 BHK,1760,2.0,130.0,Bengaluru
Ambalipura,3 BHK,1800,3.0,110.0,Bengaluru
Akshaya Nagar,2 BHK,1070,2.0,54.0,Bengaluru
2nd Stage Nagarbhavi,4 Bedroom,1500,4.0,220.0,Bengaluru
Vidyaranyapura,2 Bedroom,1440,2.0,95.0,Bengaluru
Amruthahalli,2 BHK,900,2.0,40.0,Bengaluru
ITI Employees Layout,4 BHK,1200,4.0,230.0,Bengaluru
Whitefield,2 BHK,1130,2.0,42.16,Bengaluru
Koramangala,2 BHK,1320,2.0,165.0,Bengaluru
Kodigehalli,2 BHK,1270,2.0,98.0,Bengaluru
Patelappa Layout,2 BHK,1200,2.0,62.0,Bengaluru
Ring Road Nagarbhavi,4 BHK,4800,4.0,235.0,Bengaluru
NS Palya,2 BHK,1200,2.0,74.0,Bengaluru
Subramanyapura,2 BHK,929,2.0,50.17,Bengaluru
RMV 2nd Stage,4 BHK,1150,4.0,260.0,Bengaluru
Basavangudi,4 Bedroom,1125,4.0,180.0,Bengaluru
Kenchenahalli,5 Bedroom,500,3.0,65.0,Bengaluru
3rd Block Hrbr Layout,5 Bedroom,1200,5.0,190.0,Bengaluru
KUDLU MAIN ROAD,3 BHK,1464,3.0,56.0,Bengaluru
7th Phase JP Nagar,4 BHK,3600,4.0,400.0,Bengaluru
Bank Avenue,4 Bedroom,2000,4.0,99.0,Bengaluru
Chikkalasandra,2 BHK,1208,2.0,49.0,Bengaluru
Hebbal Kempapura,2 BHK,1130,2.0,60.0,Bengaluru
Surabhi Layout,3 BHK,1753,3.0,120.0,Bengaluru
Old Madras Road,5 BHK,4500,7.0,337.0,Bengaluru
Banjara Layout,3 Bedroom,600,3.0,58.0,Bengaluru
Hoodi,2 BHK,1196,2.0,94.42,Bengaluru
5th Phase JP Nagar,2 BHK,1150,3.0,52.5,Bengaluru
Electronic City,2 BHK,1128,2.0,63.0,Bengaluru
Omkar Nagar,2 BHK,1000,2.0,53.0,Bengaluru
Yelahanka,2 BHK,1035,2.0,45.0,Bengaluru
Kereguddadahalli,2 BHK,950,2.0,32.0,Bengaluru
Bisuvanahalli,3 BHK,1075,2.0,36.0,Bengaluru
Whitefield,2 BHK,1040,2.0,48.5,Bengaluru
Maragondanahalli,2 Bedroom,720,2.0,45.0,Bengaluru
Lingadheeranahalli,3 BHK,1511,3.0,95.0,Bengaluru
Silk Board,3 BHK,1300,3.0,58.0,Bengaluru
Hoodi,3 BHK,1545,3.0,68.75,Bengaluru
Shampura,1 BHK,375,2.0,26.0,Bengaluru
Vidyaranyapura,2 BHK,1062,2.0,38.0,Bengaluru
Kada Agrahara,2 BHK,1115,2.0,40.0,Bengaluru
JP Nagar,2 BHK,1000,2.0,35.0,Bengaluru
Kambipura,2 BHK,883,2.0,45.0,Bengaluru
Sarjapur  Road,2 BHK,1195,2.0,70.0,Bengaluru
BHEL Layout,4 Bedroom,1200,3.0,165.0,Bengaluru
Medahalli,1 Bedroom,700,1.0,41.0,Bengaluru
Vittasandra,2 BHK,1246,2.0,67.0,Bengaluru
8th Phase JP Nagar,4 Bedroom,660,4.0,90.0,Bengaluru
Banashankari Stage III,4 Bedroom,8500,4.0,145.0,Bengaluru
Kashi Nagar,4 BHK,1600,4.0,80.0,Bengaluru
Haralur Road,4 BHK,2805,5.0,154.0,Bengaluru
Begur Road,3 BHK,1584,3.0,65.0,Bengaluru
Sector 7 HSR Layout,4 Bedroom,3000,5.0,275.0,Bengaluru
Hosur Road,3 BHK,1175,2.0,48.0,Bengaluru
"Yemlur, Old Airport Road, ",3 BHK,1595,3.0,115.0,Bengaluru
VHBCS Layout,2 BHK,1353,2.0,110.0,Bengaluru
Electronic City,3 BHK,1599,3.0,125.0,Bengaluru
Whitefield,2 BHK,1150,2.0,70.0,Bengaluru
Jakkur,4 BHK,5230,6.0,465.0,Bengaluru
KR Puram,2 BHK,1155,2.0,42.74,Bengaluru
Ittamadu,1 BHK,1200,2.0,85.0,Bengaluru
Electronic City Phase II,2 BHK,1000,2.0,25.0,Bengaluru
Thanisandra,4 BHK,3000,4.0,120.0,Bengaluru
Rajiv Nagar,3 BHK,1867,3.0,160.0,Bengaluru
Ramagondanahalli,2 BHK,1251,2.0,47.0,Bengaluru
Gattahalli,2 BHK,1028,2.0,45.5,Bengaluru
Arekere,2 BHK,1222,2.0,45.0,Bengaluru
Bannerghatta Road,3 BHK,1170,2.0,66.0,Bengaluru
Hebbal,3 BHK,2400,4.0,245.0,Bengaluru
Ramanjaneyanagar,3 BHK,1385,2.0,48.48,Bengaluru
HSR Layout,2 BHK,1372,2.0,68.0,Bengaluru
Magadi Road,3 BHK,1282,2.0,49.0,Bengaluru
Mico Layout,9 BHK,5000,9.0,210.0,Bengaluru
7th Block Jayanagar,5 Bedroom,3000,3.0,528.0,Bengaluru
Kanakpura Road,2 BHK,1135,2.0,39.73,Bengaluru
Whitefield,3 BHK,1768,3.0,101.0,Bengaluru
Byatarayanapura,3 BHK,1325,2.0,90.0,Bengaluru
Electronic City,3 BHK,1599,3.0,99.0,Bengaluru
Whitefield,3 Bedroom,1500,3.0,61.95,Bengaluru
2nd Phase JP Nagar,3 Bedroom,2610,3.0,499.0,Bengaluru
Uttarahalli,2 BHK,1286,2.0,63.0,Bengaluru
Kammanahalli,5 BHK,2845,5.0,140.0,Bengaluru
K G Colony,3 BHK,1600,2.0,50.0,Bengaluru
Hennur Road,2 BHK,1195 - 1440,2.0,63.77,Bengaluru
Hebbal,3 BHK,3450,5.0,260.0,Bengaluru
Munnekollal,2 BHK,1102,2.0,53.67,Bengaluru
Yelahanka,2 BHK,1350,2.0,54.0,Bengaluru
Banashankari,3 BHK,1200,2.0,42.0,Bengaluru
Hosa Road,6 Bedroom,1300,6.0,145.0,Bengaluru
Herohalli,2 Bedroom,1800,1.0,80.0,Bengaluru
Chikkabanavar,2 BHK,950,2.0,40.0,Bengaluru
Kanakpura Road,1 BHK,525,1.0,27.25,Bengaluru
Attibele,2 BHK,656,2.0,25.0,Bengaluru
Marathahalli,4 Bedroom,1780,4.0,175.0,Bengaluru
3rd Block Hrbr Layout,2 BHK,1056,2.0,80.0,Bengaluru
Bannerghatta Road,1 BHK,595,1.0,33.32,Bengaluru
Ittamadu,2 BHK,1080,2.0,50.0,Bengaluru
7th Phase JP Nagar,3 BHK,2225,3.0,160.0,Bengaluru
Bommasandra,2 BHK,1126,2.0,28.15,Bengaluru
Electronics City Phase 1,3 BHK,1490,3.0,84.0,Bengaluru
HRBR Layout,4 Bedroom,2000,4.0,300.0,Bengaluru
Sarjapur  Road,3 BHK,1550,3.0,100.0,Bengaluru
,3 BHK,1600,3.0,86.0,Bengaluru
Ashwini layout,2 BHK,1160,2.0,55.0,Bengaluru
Whitefield,4 Bedroom,4144,4.0,315.0,Bengaluru
Sarjapur  Road,3 BHK,2100,3.0,125.0,Bengaluru
Vittasandra,2 BHK,1404,2.0,69.3,Bengaluru
Sarjapur  Road,4 Bedroom,2230,4.0,225.0,Bengaluru
Marathalli bridge,3 BHK,1544,3.0,120.0,Bengaluru
Banashankari Stage III,3 BHK,1305,2.0,58.7,Bengaluru
Marathahalli,2 BHK,1230,2.0,80.0,Bengaluru
T.C PALYA,2 Bedroom,1200,2.0,65.0,Bengaluru
Harlur,3 BHK,1460,3.0,73.0,Bengaluru
Sarjapur  Road,,1200 - 2400,,34.185,Bengaluru
Gottigere,2 BHK,967,2.0,45.0,Bengaluru
Byatarayanapura,1 Bedroom,540,1.0,36.0,Bengaluru
Hormavu,1 BHK,715,1.0,46.0,Bengaluru
Whitefield,3 BHK,2500,3.0,313.0,Bengaluru
Dooravani Nagar,3 BHK,1578,3.0,180.0,Bengaluru
Mysore Road,2 BHK,1020,2.0,48.95,Bengaluru
Jigani,2 BHK,1020,2.0,40.0,Bengaluru
Koramangala,2 BHK,1253,2.0,102.0,Bengaluru
JCR Layout,2 BHK,1180,2.0,42.0,Bengaluru
Nehru Nagar,2 BHK,961,2.0,38.0,Bengaluru
Kanakapura,3 BHK,1419,3.0,75.0,Bengaluru
Harlur,3 BHK,1709,3.0,150.0,Bengaluru
Papareddipalya,2 Bedroom,1600,2.0,115.0,Bengaluru
Venkatapura,1 BHK,416,1.0,18.5,Bengaluru
Sanjay nagar,2 BHK,1100,2.0,98.0,Bengaluru
HSR Layout,3 BHK,1430,2.0,65.0,Bengaluru
Sneha Colony,2 BHK,1260,2.0,45.0,Bengaluru
RMV Extension,3 BHK,1630,3.0,85.0,Bengaluru
Sarjapur  Road,3 BHK,1249,3.0,44.71,Bengaluru
Kalena Agrahara,3 BHK,1450,2.0,85.0,Bengaluru
Konanakunte,3 BHK,2791,3.0,223.0,Bengaluru
Hosapalya,1 BHK,600,1.0,90.0,Bengaluru
Ashwini layout,1 BHK,834,1.0,60.0,Bengaluru
Doddagubbi,3 Bedroom,1125,4.0,70.0,Bengaluru
Arekere,3 BHK,2060,3.0,140.0,Bengaluru
Malleshwaram,7 BHK,12000,7.0,2200.0,Bengaluru
Gottigere,2 BHK,891,2.0,25.0,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1133,2.0,49.07,Bengaluru
Bisuvanahalli,3 BHK,1075,2.0,37.0,Bengaluru
Sector 6 HSR Layout,4 BHK,3000,5.0,260.0,Bengaluru
Brookefield,4 Bedroom,2440,5.0,425.0,Bengaluru
Vidyaranyapura,2 BHK,1200,2.0,55.0,Bengaluru
Thanisandra,2 BHK,1075,2.0,45.8,Bengaluru
Kaggadasapura,2 BHK,1140,2.0,40.0,Bengaluru
Margondanahalli,5 Bedroom,940,4.0,150.0,Bengaluru
ITI Layout,6 Bedroom,2160,5.0,250.0,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1090,2.0,42.0,Bengaluru
R.T. Nagar,4 Bedroom,1500,4.0,70.0,Bengaluru
Whitefield,4 BHK,4104,4.0,360.0,Bengaluru
Whitefield,3 BHK,1790,3.0,100.0,Bengaluru
Hebbal,3 BHK,1920,3.0,134.0,Bengaluru
HRBR Layout,2 BHK,1374,2.0,95.0,Bengaluru
Bannerghatta Road,3 BHK,1445,3.0,95.0,Bengaluru
Kanakapura,1 BHK,711,1.0,36.0,Bengaluru
Tumkur Road,3 BHK,1500,3.0,95.0,Bengaluru
Whitefield,3 BHK,1720,3.0,100.0,Bengaluru
Vasanthapura,3 BHK,1400,3.0,60.0,Bengaluru
Kundalahalli,2 BHK,1030,2.0,49.0,Bengaluru
Mysore Road,2 BHK,1200,2.0,85.0,Bengaluru
Hosahalli,3 BHK,1375,3.0,70.0,Bengaluru
Hegde Nagar,2 Bedroom,1050,1.0,56.0,Bengaluru
Jalahalli,3 BHK,2250,3.0,160.0,Bengaluru
Bellandur,2 BHK,1000,2.0,50.0,Bengaluru
Jalahalli West,1 BHK,469,1.0,25.0,Bengaluru
Marathahalli,4 BHK,3800,4.0,250.0,Bengaluru
Kambipura,2 BHK,883,2.0,29.0,Bengaluru
GM Palaya,3 BHK,1820,2.0,86.0,Bengaluru
Singasandra,3 BHK,1440,2.0,65.0,Bengaluru
near Ramanashree California resort,6 BHK,3600,4.0,160.0,Bengaluru
Malleshwaram,4 BHK,2500,5.0,325.0,Bengaluru
Mahadevpura,2 BHK,1225,2.0,48.0,Bengaluru
"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,4000,3.0,660.0,Bengaluru
Chikkalasandra,2 BHK,875,2.0,52.8,Bengaluru
Jalahalli East,1 BHK,750,1.0,40.0,Bengaluru
6th Phase JP Nagar,2 BHK,1180,2.0,80.0,Bengaluru
Haralur Road,2 BHK,1194,2.0,47.0,Bengaluru
Hennur Road,3 BHK,1500,2.0,62.0,Bengaluru
Poornapragna Housing Society Layout,2 BHK,1160,2.0,52.2,Bengaluru
Arekere,9 Bedroom,4125Perch,9.0,265.0,Bengaluru
Hosakerehalli,3 BHK,2378,3.0,262.0,Bengaluru
Sarjapur,2 BHK,1128,2.0,60.0,Bengaluru
Hebbal,3 BHK,1500,3.0,150.0,Bengaluru
Huskur,3 BHK,1220,2.0,35.23,Bengaluru
Sarjapur  Road,2 BHK,1210,2.0,58.0,Bengaluru
Kanakpura Road,3 BHK,1100,2.0,58.0,Bengaluru
Bommasandra,3 BHK,1200,3.0,46.0,Bengaluru
Haralur Road,4 BHK,3385,5.0,260.0,Bengaluru
Nagondanahalli,3 BHK,1641,3.0,66.0,Bengaluru
Horamavu Agara,2 BHK,1200,2.0,45.0,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1260,2.0,67.39,Bengaluru
Mahadevpura,3 BHK,1720,3.0,78.0,Bengaluru
Yelahanka,2 BHK,1120 - 1145,2.0,48.13,Bengaluru
Yelahanka,2 BHK,1210,2.0,45.98,Bengaluru
Indira Nagar,4 Bedroom,2200,4.0,200.0,Bengaluru
Bisuvanahalli,3 BHK,1075,2.0,45.0,Bengaluru
Thanisandra,3 BHK,1702,3.0,130.0,Bengaluru
Shanthala Nagar,2 BHK,1630,2.0,200.0,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1141,2.0,38.55,Bengaluru
Shantiniketan Layout,3 BHK,2072,3.0,108.0,Bengaluru
JP Nagar,5 BHK,4400 - 6640,,375.0,Bengaluru
Herohalli,3 Bedroom,1200,2.0,70.0,Bengaluru
Teachers Colony,3 BHK,1350,3.0,77.0,Bengaluru
Bettahalsoor,4 Bedroom,3090 - 5002,4.0,445.0,Bengaluru
Srinivasa Nagar,3 BHK,1180,2.0,78.34,Bengaluru
Yelahanka,3 BHK,35000,3.0,130.0,Bengaluru
Langford Town,2 BHK,1355,2.0,115.0,Bengaluru
Sulthangunta,1 Bedroom,600,1.0,50.0,Bengaluru
Hormavu,7 Bedroom,1200,7.0,150.0,Bengaluru
Bannerghatta Road,3 BHK,1640,2.0,120.0,Bengaluru
Byrathi Village,5 Bedroom,1200,5.0,100.0,Bengaluru
Kodichikkanahalli,3 BHK,1190,2.0,57.0,Bengaluru
OMBR Layout,4 Bedroom,2400,4.0,375.0,Bengaluru
Marathahalli,2 BHK,1019,2.0,49.85,Bengaluru
Ambedkar Colony,3 BHK,1875,3.0,165.0,Bengaluru
Akshaya Nagar,3 BHK,1250,3.0,40.0,Bengaluru
Brookefield,3 Bedroom,1200,3.0,140.0,Bengaluru
Whitefield,2 BHK,1140,2.0,56.0,Bengaluru
Lingadheeranahalli,3 BHK,1683,3.0,109.0,Bengaluru
Kaggadasapura,3 BHK,1515,3.0,83.3,Bengaluru
Hoodi,4 BHK,2118,4.0,111.0,Bengaluru
Bannerghatta Road,4 Bedroom,1380,3.0,58.0,Bengaluru
Varthur Road,2 BHK,1083,2.0,61.75,Bengaluru
Anjappa Layout,2 Bedroom,600,2.0,55.0,Bengaluru
Avalahalli,3 BHK,2300,3.0,120.0,Bengaluru
Prakruthi Nagar,2 BHK,1240,2.0,60.0,Bengaluru
Surabhi Layout,3 BHK,1750,3.0,120.0,Bengaluru
Sadaramangala,2 BHK,1230,2.0,43.48,Bengaluru
Anjanapura,3 Bedroom,1500,3.0,139.0,Bengaluru
Abbigere,2 BHK,985,2.0,40.39,Bengaluru
Tindlu,3 Bedroom,1500,2.0,87.0,Bengaluru
Electronic City,2 BHK,1125,2.0,32.49,Bengaluru
Maruthi Sevanagar,2 BHK,950,2.0,44.0,Bengaluru
JP Nagar,5 BHK,4400 - 6800,,548.5,Bengaluru
Kothanur,3 BHK,1580,3.0,76.0,Bengaluru
B Narayanapura,3 Bedroom,1092,2.0,98.5,Bengaluru
Electronic City Phase II,2 BHK,1090,2.0,28.34,Bengaluru
Hennur Road,3 Bedroom,2264,3.0,159.0,Bengaluru
Dommasandra,3 BHK,1033,2.0,25.53,Bengaluru
Kammasandra,2 BHK,810,2.0,24.5,Bengaluru
Green Garden Layout,2 BHK,1045,2.0,45.0,Bengaluru
Hebbal,2 BHK,1337,2.0,82.0,Bengaluru
Chandapura,2 BHK,1200,2.0,32.0,Bengaluru
Koramangala,3 BHK,1580,3.0,160.0,Bengaluru
Begur Road,3 BHK,1500,2.0,54.0,Bengaluru
Whitefield,3 BHK,1640,4.0,91.0,Bengaluru
Silver Springs Layout,3 BHK,1570,3.0,62.0,Bengaluru
Gubbalala,3 BHK,1470,2.0,82.0,Bengaluru
Kengeri,2 BHK,1160,2.0,40.61,Bengaluru
7th Phase JP Nagar,2 BHK,1050,2.0,71.0,Bengaluru
Dairy Circle,3 BHK,1855,3.0,225.0,Bengaluru
Bannerghatta Road,3 BHK,1460,2.0,90.0,Bengaluru
Hulimavu,3 BHK,1823,3.0,100.0,Bengaluru
Electronic City,2 BHK,1094,2.0,42.0,Bengaluru
Budigere,2 BHK,1153,2.0,57.0,Bengaluru
Hoysalanagar,3 BHK,1325,3.0,57.0,Bengaluru
Parappana Agrahara,4 Bedroom,1200,3.0,85.0,Bengaluru
Jakkur,3 BHK,1590,2.0,125.0,Bengaluru
Jeevan bima nagar,5 Bedroom,1210,4.0,160.0,Bengaluru
Raja Rajeshwari Nagar,4 Bedroom,1200,4.0,220.0,Bengaluru
Narayana Nagar 1st Block,2 BHK,1202,2.0,48.0,Bengaluru
Haralur Road,2 BHK,1202,2.0,53.0,Bengaluru
KSRTC Layout,2 BHK,1200,2.0,62.5,Bengaluru
Panathur,3 BHK,1688,3.0,118.0,Bengaluru
Kaval Byrasandra,2 BHK,1020,2.0,52.0,Bengaluru
Sarjapur,2 BHK,1185,2.0,47.0,Bengaluru
Ramagondanahalli,2 BHK,1235,2.0,52.04,Bengaluru
Hosakerehalli,4 BHK,3205,5.0,500.0,Bengaluru
Banashankari,2 BHK,1077,2.0,37.64,Bengaluru
Kengeri Satellite Town,3 BHK,1415,2.0,66.0,Bengaluru
EPIP Zone,3 BHK,2330,3.0,162.0,Bengaluru
Whitefield,2 BHK,805,2.0,35.0,Bengaluru
P&T Colony,1 BHK,425,1.0,20.03,Bengaluru
Whitefield,2 BHK,1155,2.0,59.95,Bengaluru
Cunningham Road,4 BHK,5270,4.0,1250.0,Bengaluru
Anekal,2 BHK,656,2.0,22.0,Bengaluru
New Gurappana Palya,2 BHK,1100,2.0,48.0,Bengaluru
Mahadevpura,2 BHK,1150,2.0,52.0,Bengaluru
Chelekare,1 Bedroom,600,1.0,60.0,Bengaluru
Ambedkar Colony,2 BHK,1468,2.0,140.0,Bengaluru
Palanahalli,4 Bedroom,4300,5.0,550.0,Bengaluru
Whitefield,3 BHK,2280,4.0,126.0,Bengaluru
Hegde Nagar,2 BHK,1341,2.0,97.0,Bengaluru
Jakkur,2 BHK,1279,2.0,77.0,Bengaluru
Electronic City Phase II,4 BHK,2225,4.0,98.88,Bengaluru
Thanisandra,2 BHK,1185,2.0,43.51,Bengaluru
Vadarpalya,3 BHK,1750,3.0,85.0,Bengaluru
Kudlu,2 BHK,1152,2.0,53.5,Bengaluru
Shivanagar,5 Bedroom,1000,4.0,160.0,Bengaluru
Hulimavu,2 BHK,1300,2.0,36.0,Bengaluru
Varthur Road,4 Bedroom,2760,4.0,155.0,Bengaluru
5th Phase JP Nagar,2 BHK,1070,2.0,39.0,Bengaluru
Uttarahalli,2 BHK,1101,2.0,45.0,Bengaluru
V.V Puram,2 BHK,775,2.0,55.0,Bengaluru
Yeshwanthpur,1 BHK,667,1.0,36.85,Bengaluru
Electronic City,2 BHK,1070,2.0,55.0,Bengaluru
Old Airport Road,3 BHK,1875,2.0,110.0,Bengaluru
Kundalahalli,2 BHK,735,2.0,57.99,Bengaluru
Sarjapur,5 Bedroom,4360,4.0,90.0,Bengaluru
Koramangala,3 BHK,1750,3.0,130.0,Bengaluru
Marathahalli,2 BHK,1215,2.0,67.0,Bengaluru
Sector 3 HSR Layout,9 Bedroom,600,9.0,190.0,Bengaluru
Vishwapriya Layout,2 BHK,820,2.0,30.0,Bengaluru
Banashankari Stage VI,2 BHK,1160 - 1195,2.0,59.935,Bengaluru
Battarahalli,3 BHK,1779,3.0,89.61,Bengaluru
HMT Layout,2 BHK,1105,2.0,58.0,Bengaluru
Basavanagara,1 BHK,1000Sq. Meter,2.0,93.0,Bengaluru
Whitefield,3 BHK,1650,3.0,60.0,Bengaluru
Jalahalli,2 BHK,1694,2.0,150.0,Bengaluru
Hosakerehalli,3 BHK,2376,3.0,203.0,Bengaluru
Cox Town,3 BHK,1975,3.0,150.0,Bengaluru
Kammasandra,2 BHK,674,2.0,33.0,Bengaluru
Kaggadasapura,2 BHK,1185,2.0,41.0,Bengaluru
 Thanisandra,1 RK,445,1.0,28.0,Bengaluru
Mylasandra,6 Bedroom,900,7.0,76.0,Bengaluru
HSR Layout,3 BHK,1475,3.0,75.0,Bengaluru
Gottigere,3 BHK,1618,3.0,82.5,Bengaluru
Koramangala,2 BHK,1120,2.0,65.0,Bengaluru
Marathahalli,4 BHK,2181,3.0,152.0,Bengaluru
Vidyaranyapura,4 Bedroom,1200,4.0,90.0,Bengaluru
Nagondanahalli,6 Bedroom,600,4.0,65.0,Bengaluru
Bannerghatta Road,3 BHK,1556,2.0,59.13,Bengaluru
Bannerghatta Road,2 BHK,1179,2.0,66.02,Bengaluru
Thanisandra,2 BHK,1296,2.0,83.0,Bengaluru
Kaggadasapura,2 BHK,1275,2.0,52.0,Bengaluru
Kalasipalya,7 Bedroom,1875,2.0,300.0,Bengaluru
Kathriguppe,3 BHK,1400,2.0,77.0,Bengaluru
Gottigere,2 BHK,1222,2.0,63.0,Bengaluru
Electronic City,2 BHK,940,2.0,41.0,Bengaluru
Thanisandra,2 BHK,1185,2.0,42.6,Bengaluru
Tumkur Road,3 BHK,1779,3.0,112.0,Bengaluru
Begur Road,3 BHK,1615,3.0,59.76,Bengaluru
JP Nagar,4 BHK,4000 - 5249,,453.0,Bengaluru
Haralur Road,2 BHK,1056,2.0,61.0,Bengaluru
7th Phase JP Nagar,2 BHK,1100,2.0,46.0,Bengaluru
Arekere,2 BHK,920,2.0,40.0,Bengaluru
ITI Layout,3 BHK,1602,2.0,75.0,Bengaluru
Padmanabhanagar,2 BHK,1176,2.0,62.0,Bengaluru
HBR Layout,4 Bedroom,675,3.0,59.0,Bengaluru
Richmond Town,3 BHK,1352,3.0,135.0,Bengaluru
Kasavanhalli,3 BHK,1717,3.0,99.0,Bengaluru
4 Bedroom Farm House in Bagalur,4 Bedroom,10961,4.0,80.0,Bengaluru
Bhoganhalli,4 BHK,2119,4.0,111.0,Bengaluru
Vittasandra,2 BHK,1246,2.0,67.3,Bengaluru
Anandapura,2 BHK,1141,2.0,42.79,Bengaluru
Hennur Road,2 BHK,1157,2.0,84.0,Bengaluru
Chandapura,2 BHK,1025,2.0,27.68,Bengaluru
Yelahanka New Town,1 BHK,650,1.0,33.0,Bengaluru
Hebbal,2 BHK,1349,2.0,98.0,Bengaluru
Narayanapura,3 BHK,1566,3.0,83.3,Bengaluru
Sahakara Nagar,4 BHK,2830,3.0,195.0,Bengaluru
Electronic City,3 BHK,1320,2.0,38.13,Bengaluru
manyata park,3 BHK,1780,3.0,84.83,Bengaluru
Varthur,2 BHK,1091,2.0,34.9,Bengaluru
Rachenahalli,4 BHK,3670,4.0,300.0,Bengaluru
7th Phase JP Nagar,2 BHK,918,2.0,50.49,Bengaluru
Yeshwanthpur,4 BHK,1950,4.0,130.0,Bengaluru
Panathur,3 BHK,1695,3.0,90.0,Bengaluru
Yelahanka,3 BHK,1705,3.0,95.0,Bengaluru
Kalyan nagar,3 BHK,1375,3.0,75.0,Bengaluru
Kanakpura Road,1 BHK,525,1.0,30.0,Bengaluru
Whitefield,2 BHK,1447,2.0,83.0,Bengaluru
Thanisandra,2 BHK,1114,2.0,39.0,Bengaluru
7th Phase JP Nagar,3 BHK,1450,2.0,100.0,Bengaluru
Belathur,2 BHK,460,1.0,15.0,Bengaluru
Vasanthapura,2 BHK,1022,2.0,40.0,Bengaluru
Hebbal,2 BHK,1000,2.0,45.0,Bengaluru
Electronic City,2 BHK,1128,2.0,68.75,Bengaluru
Kanakpura Road,2 BHK,1180,2.0,57.0,Bengaluru
TC Palaya,6 Bedroom,1000,6.0,69.0,Bengaluru
Nagarbhavi,2 Bedroom,1200,2.0,150.0,Bengaluru
Sadashiva Nagar,3 BHK,3761,3.0,660.0,Bengaluru
Kanakpura Road,2 BHK,1339,2.0,75.0,Bengaluru
Yelachenahalli,3 BHK,1400,2.0,55.0,Bengaluru
7th Phase JP Nagar,2 BHK,1040,2.0,39.52,Bengaluru
Kadugodi,2 BHK,1198,2.0,58.0,Bengaluru
Shirdi Sai Layout,4 Bedroom,1200,3.0,95.0,Bengaluru
Sarjapur  Road,3 BHK,1691,3.0,113.0,Bengaluru
Bisuvanahalli,3 BHK,1075,3.0,36.0,Bengaluru
1st Block Jayanagar,3 BHK,1630,3.0,194.0,Bengaluru
8th Phase JP Nagar,3 BHK,1240,3.0,43.5,Bengaluru
Bannerghatta Road,2 BHK,1115 - 1130,2.0,58.935,Bengaluru
Mallasandra,3 BHK,1665,3.0,86.58,Bengaluru
Marathahalli,3 BHK,2489,3.0,94.0,Bengaluru
Brookefield,2 BHK,1142,2.0,70.0,Bengaluru
Kodbisanhalli,3 BHK,1976,3.0,184.0,Bengaluru
