location,size,total_sqft,bath,price,Place,bhk
Chrompet,2 bhk,1221,1,98.3327,Chennai,2
KK Nagar,2 bhk,1577,1,132.7742,Chennai,2
Chrompet,1 bhk,989,1,106.1393,Chennai,1
KK Nagar,2 bhk,1368,1,108.0152,Chennai,2
KK Nagar,4 bhk,2365,2,186.376,Chennai,4
Anna Nagar,1 bhk,1525,1,175.6659,Chennai,1
Adyar,1 bhk,1180,1,93.97585,Chennai,1
Karapakkam,1 bhk,1122,1,68.8925,Chennai,1
Anna Nagar,1 bhk,1775,1,195.1201,Chennai,1
Anna Nagar,2 bhk,1877,1,130.6451,Chennai,2
Chrompet,1 bhk,760,1,83.8675,Chennai,1
KK Nagar,4 bhk,2297,2,115.6968,Chennai,4
Karapakkam,1 bhk,787,1,78.25375,Chennai,1
KK Nagar,4 bhk,2317,2,105.0216,Chennai,4
Karapakkam,1 bhk,749,1,52.86,Chennai,1
Velachery,2 bhk,1616,1,97.9423,Chennai,2
Adyar,2 bhk,1284,2,98.85575,Chennai,2
Chrompet,1 bhk,756,1,104.781,Chennai,1
Chrompet,2 bhk,1238,1,93.459,Chennai,2
Chrompet,2 bhk,1236,1,93.1405,Chennai,2
T Nagar,1 bhk,1664,1,132.5191,Chennai,1
Anna Nagar,1 bhk,1537,1,183.3188,Chennai,1
Velachery,2 bhk,1731,1,134.7868,Chennai,2
Chrompet,1 bhk,929,1,89.074,Chennai,1
Chrompet,1 bhk,786,1,81.858,Chennai,1
Karapakkam,2 bhk,1370,2,91.2525,Chennai,2
Karapakkam,2 bhk,1685,2,69.2275,Chennai,2
T Nagar,1 bhk,1549,1,121.3365,Chennai,1
Anna Nagar,1 bhk,1539,1,182.0041,Chennai,1
Anna Nagar,2 bhk,1898,1,134.8513,Chennai,2
Chrompet,1 bhk,918,1,117.6255,Chennai,1
Chrompet,1 bhk,774,1,91.0438,Chennai,1
Chrompet,1 bhk,1072,1,119.3595,Chennai,1
Chrompet,2 bhk,1239,1,108.8113,Chennai,2
KK Nagar,2 bhk,1362,1,121.4674,Chennai,2
T Nagar,1 bhk,1785,1,141.2899,Chennai,1
KK Nagar,3 bhk,2181,2,118.214,Chennai,3
KK Nagar,3 bhk,2033,2,125.2884,Chennai,3
Adyar,1 bhk,952,1,105.52045,Chennai,1
Chrompet,1 bhk,1066,1,124.061,Chennai,1
Chrompet,1 bhk,1153,1,143.773,Chennai,1
Velachery,3 bhk,1849,2,94.874,Chennai,3
Karapakkam,1 bhk,1095,1,54.725,Chennai,1
Adyar,1 bhk,1100,1,102.52895,Chennai,1
Adyar,2 bhk,1300,2,109.89305,Chennai,2
T Nagar,2 bhk,1806,1,118.3824,Chennai,2
Anna Nagar,2 bhk,1897,1,126.2404,Chennai,2
Chrompet,1 bhk,1121,1,82.8805,Chennai,1
Adyar,1 bhk,985,1,119.03865,Chennai,1
Velachery,2 bhk,1782,1,102.7405,Chennai,2
Anna Nagar,1 bhk,1582,1,173.9877,Chennai,1
Chrompet,2 bhk,1225,1,96.805,Chennai,2
KK Nagar,2 bhk,1727,1,118.5506,Chennai,2
Velachery,2 bhk,1712,1,158.4921,Chennai,2
Adyar,1 bhk,1089,1,85.85715,Chennai,1
Velachery,2 bhk,1532,1,114.5201,Chennai,2
KK Nagar,1 bhk,1301,1,96.755,Chennai,1
Adyar,1 bhk,812,1,62.8585,Chennai,1
Chrompet,1 bhk,863,1,78.1375,Chennai,1
Velachery,2 bhk,1686,1,100.9484,Chennai,2
Karapakkam,1 bhk,1332,1,112.3575,Chennai,1
Chrompet,1 bhk,969,1,135.5615,Chennai,1
Adyar,2 bhk,1300,2,90.23925,Chennai,2
Karapakkam,1 bhk,593,1,48.63375,Chennai,1
Chrompet,1 bhk,809,1,65.112,Chennai,1
Karapakkam,1 bhk,1105,1,75.11125,Chennai,1
Karapakkam,1 bhk,542,1,30.135,Chennai,1
Karapakkam,2 bhk,1608,2,92.4375,Chennai,2
KK Nagar,4 bhk,2271,2,174.2286,Chennai,4
KK Nagar,3 bhk,1915,2,99.172,Chennai,3
KK Nagar,3 bhk,2152,2,168.348,Chennai,3
Adyar,1 bhk,1068,1,75.86885,Chennai,1
Velachery,3 bhk,1810,2,89.0763,Chennai,3
Velachery,3 bhk,1939,2,95.1932,Chennai,3
Anna Nagar,2 bhk,1905,1,205.919,Chennai,2
Chrompet,1 bhk,1057,1,81.1135,Chennai,1
Velachery,3 bhk,1920,2,164.8492,Chennai,3
T Nagar,1 bhk,1577,1,119.9265,Chennai,1
Karapakkam,1 bhk,787,1,52.56625,Chennai,1
T Nagar,2 bhk,1916,1,147.1523,Chennai,2
KK Nagar,2 bhk,1527,1,108.2938,Chennai,2
Chrompet,2 bhk,1248,1,97.47,Chennai,2
Velachery,2 bhk,1555,1,87.6253,Chennai,2
KK Nagar,4 bhk,2323,2,175.2934,Chennai,4
Chrompet,1 bhk,961,1,91.983,Chennai,1
Chrompet,1 bhk,849,1,88.2338,Chennai,1
Velachery,3 bhk,1938,2,153.1775,Chennai,3
Chrompet,1 bhk,1147,1,101.5239,Chennai,1
Anna Nagar,2 bhk,1976,1,228.2913,Chennai,2
Karapakkam,1 bhk,973,1,68.78875,Chennai,1
KK Nagar,2 bhk,1472,1,115.0698,Chennai,2
Anna Nagar,1 bhk,1689,1,134.5478,Chennai,1
Karapakkam,1 bhk,1208,1,120.48,Chennai,1
Adyar,2 bhk,1268,2,107.69525,Chennai,2
T Nagar,1 bhk,1640,1,103.4283,Chennai,1
Adyar,1 bhk,635,1,55.9724,Chennai,1
Velachery,3 bhk,1996,2,113.0782,Chennai,3
KK Nagar,4 bhk,2404,2,110.4062,Chennai,4
Velachery,2 bhk,1675,1,131.9072,Chennai,2
Chrompet,1 bhk,797,1,71.6089,Chennai,1
Karapakkam,1 bhk,1256,1,56.43,Chennai,1
T Nagar,2 bhk,1938,1,221.8167,Chennai,2
Chrompet,1 bhk,757,1,114.157,Chennai,1
Karapakam,1 bhk,520,1,48.49,Chennai,1
Karapakkam,1 bhk,878,1,103.8725,Chennai,1
Adyar,1 bhk,927,1,108.8957,Chennai,1
Velachery,2 bhk,1751,1,103.5861,Chennai,2
Chrompet,1 bhk,764,1,84.7618,Chennai,1
Velachery,2 bhk,1674,1,130.9803,Chennai,2
Velachery,2 bhk,1681,1,106.4483,Chennai,2
Anna Nagar,2 bhk,1976,1,214.7327,Chennai,2
Anna Nagar,1 bhk,1505,1,96.3042,Chennai,1
Karapakkam,1 bhk,888,1,64.2825,Chennai,1
Velachery,2 bhk,1680,1,74.1819,Chennai,2
Karapakkam,1 bhk,631,1,65.43375,Chennai,1
Chrompet,2 bhk,1227,1,107.8735,Chennai,2
Karapakkam,1 bhk,1124,1,78.2725,Chennai,1
Anna Nagar,2 bhk,1962,1,224.4945,Chennai,2
Chrompet,2 bhk,1261,1,97.1857,Chennai,2
Chrompet,1 bhk,1164,1,132.71,Chennai,1
KK Nagar,1 bhk,1313,1,94.1452,Chennai,1
T Nagar,1 bhk,1723,1,199.0963,Chennai,1
Adyar,1 bhk,1144,1,149.26255,Chennai,1
Velachery,2 bhk,1740,1,168.0331,Chennai,2
Chrompet,1 bhk,1163,1,104.7156,Chennai,1
Chrompet,1 bhk,708,1,77.459,Chennai,1
Velachery,3 bhk,1855,2,76.0363,Chennai,3
Karapakkam,1 bhk,563,1,71.16,Chennai,1
Anna Nagar,1 bhk,1768,1,147.3925,Chennai,1
Karapakkam,1 bhk,943,1,57.96,Chennai,1
Chrompet,1 bhk,931,1,75.208,Chennai,1
Chrompet,1 bhk,1127,1,97.018,Chennai,1
KK Nagar,2 bhk,1629,1,141.9296,Chennai,2
Anna Nagar,1 bhk,1656,1,149.2037,Chennai,1
T Nagar,1 bhk,1676,1,129.6107,Chennai,1
Chrompet,1 bhk,856,1,81.9125,Chennai,1
Velachery,2 bhk,1663,1,146.8437,Chennai,2
Anna Nagar,2 bhk,1905,1,131.5275,Chennai,2
Karapakkam,1 bhk,861,1,82.45625,Chennai,1
Chrompet,1 bhk,1183,1,96.2721,Chennai,1
Karapakkam,2 bhk,1352,2,109.3725,Chennai,2
Anna Nagar,1 bhk,1510,1,109.7543,Chennai,1
Chrompet,1 bhk,987,1,99.6344,Chennai,1
Karapakkam,1 bhk,1245,1,78.30375,Chennai,1
Chrompet,1 bhk,1144,1,74.648,Chennai,1
Chrompet,1 bhk,790,1,68.461,Chennai,1
KK Nagar,2 bhk,1736,1,112.5238,Chennai,2
Velachery,3 bhk,1950,2,112.662,Chennai,3
KK Nagar,3 bhk,2186,2,177.3396,Chennai,3
Adyar,1 bhk,843,1,83.3539,Chennai,1
Adyar,1 bhk,1022,1,90.3625,Chennai,1
KK Nagar,4 bhk,2397,2,117.7084,Chennai,4
Chrompet,1 bhk,1083,1,95.1946,Chennai,1
Adyar,1 bhk,923,1,89.8481,Chennai,1
Anna Nagar,2 bhk,1958,1,227.448,Chennai,2
Adyar,1 bhk,631,1,81.4133,Chennai,1
Anna Nagar,2 bhk,1829,1,198.0635,Chennai,2
KK Nagar,4 bhk,2228,2,119.6686,Chennai,4
Anna Nagar,2 bhk,1969,1,153.4274,Chennai,2
Chrompet,1 bhk,1128,1,99.8571,Chennai,1
Adyar,1 bhk,922,1,64.42655,Chennai,1
Chrompet,1 bhk,1141,1,138.838,Chennai,1
Velachery,2 bhk,1537,1,99.2063,Chennai,2
Adyar,1 bhk,720,1,114.27045,Chennai,1
KK Nagar,3 bhk,2175,2,117.9066,Chennai,3
Adyar,1 bhk,1152,1,82.3575,Chennai,1
KK Nagar,4 bhk,2278,2,125.2774,Chennai,4
KK Nagar,4 bhk,2460,2,193.8914,Chennai,4
Velachery,3 bhk,1940,2,177.9753,Chennai,3
Karapakkam,1 bhk,693,1,46.80125,Chennai,1
Chrompet,1 bhk,966,1,89.5255,Chennai,1
Adyar,1 bhk,898,1,93.5038,Chennai,1
Adyar,1 bhk,918,1,98.7654,Chennai,1
Anna Nagar,2 bhk,1918,1,196.0985,Chennai,2
KK Nagar,4 bhk,2333,2,171.711,Chennai,4
Karapakkam,1 bhk,768,1,48.55,Chennai,1
Chrompet,1 bhk,783,1,91.6546,Chennai,1
Anna Nagar,1 bhk,1661,1,123.5696,Chennai,1
Chrompet,1 bhk,958,1,124.733,Chennai,1
Adyar,2 bhk,1276,2,128.5808,Chennai,2
KK Nagar,3 bhk,1877,2,156.6566,Chennai,3
Anna Nagar,2 bhk,1845,1,120.5308,Chennai,2
KK Nagar,2 bhk,1533,1,93.578,Chennai,2
Chrompet,2 bhk,1257,1,128.5104,Chennai,2
Karapakkam,2 bhk,1353,2,91.0975,Chennai,2
Velachery,2 bhk,1672,1,75.1203,Chennai,2
Chrompet,1 bhk,1097,1,127.6445,Chennai,1
KK Nagar,3 bhk,1986,2,105.092,Chennai,3
Chrompet,1 bhk,1083,1,71.5565,Chennai,1
Chrompet,2 bhk,1218,1,129.1965,Chennai,2
T Nagar,2 bhk,1903,1,139.534,Chennai,2
Chrompet,1 bhk,860,1,123.701,Chennai,1
Karapakkam,1 bhk,1003,1,63.2925,Chennai,1
Chrompet,1 bhk,1078,1,128.464,Chennai,1
Chrompet,1 bhk,1133,1,97.2846,Chennai,1
KK Nagar,2 bhk,1494,1,93.5468,Chennai,2
Adyar,1 bhk,626,1,81.7318,Chennai,1
Chrompet,1 bhk,719,1,73.5215,Chennai,1
Karapakkam,1 bhk,921,1,56.55625,Chennai,1
T Nagar,2 bhk,1867,1,219.8856,Chennai,2
Chrompet,1 bhk,1010,1,88.676,Chennai,1
Karapakkam,2 bhk,1404,2,65.6975,Chennai,2
Karapakkam,1 bhk,1305,1,66.02375,Chennai,1
Karapakkam,2 bhk,1647,2,102.39375,Chennai,2
Karapakkam,2 bhk,1433,2,98.31375,Chennai,2
Chrompet,1 bhk,925,1,91.51,Chennai,1
Chrompet,1 bhk,964,1,100.6668,Chennai,1
Karapakkam,1 bhk,571,1,78.995,Chennai,1
Anna Nagar,2 bhk,1828,1,122.5192,Chennai,2
Karapakkam,2 bhk,1595,2,94.95375,Chennai,2
Adyar,1 bhk,615,1,77.0072,Chennai,1
Chrompet,1 bhk,919,1,122.171,Chennai,1
Chrompet,1 bhk,1018,1,111.3961,Chennai,1
T Nagar,1 bhk,1578,1,176.2346,Chennai,1
T Nagar,1 bhk,1660,1,136.0312,Chennai,1
Chrompet,1 bhk,796,1,115.7805,Chennai,1
KK Nagar,4 bhk,2416,2,129.6692,Chennai,4
Chrompet,1 bhk,760,1,85.192,Chennai,1
Velachery,2 bhk,1767,1,130.2526,Chennai,2
Chrompet,1 bhk,817,1,78.246,Chennai,1
Adyar,1 bhk,630,1,85.47835,Chennai,1
Adyar,1 bhk,833,1,111.6595,Chennai,1
Chrompet,1 bhk,740,1,92.63,Chennai,1
KK Nagar,2 bhk,1520,1,135.603,Chennai,2
Chrompet,1 bhk,769,1,62.987,Chennai,1
Anna Nagar,1 bhk,1638,1,127.2779,Chennai,1
Velachery,3 bhk,1857,2,161.8501,Chennai,3
Karapakkam,1 bhk,924,1,91.14,Chennai,1
Adyar,1 bhk,600,1,68.26655,Chennai,1
Velachery,3 bhk,1964,2,93.2903,Chennai,3
Anna Nagar,2 bhk,1914,1,135.9611,Chennai,2
Anna Nagar,1 bhk,1678,1,132.5363,Chennai,1
Karapakkam,1 bhk,758,1,69.885,Chennai,1
Karapakkam,1 bhk,1110,1,68.4725,Chennai,1
Velachery,2 bhk,1782,1,116.7134,Chennai,2
Adyar,2 bhk,1282,2,92.0207,Chennai,2
Chrompet,1 bhk,913,1,94.649,Chennai,1
Velachery,2 bhk,1545,1,83.0873,Chennai,2
Chrompet,1 bhk,971,1,120.3885,Chennai,1
Adyar,1 bhk,605,1,57.22305,Chennai,1
Chrompet,1 bhk,1014,1,91.7665,Chennai,1
Chrompet,1 bhk,982,1,127.757,Chennai,1
Velachery,2 bhk,1651,1,136.3722,Chennai,2
Karapakkam,1 bhk,1288,1,49.3625,Chennai,1
Velachery,2 bhk,1661,1,105.5586,Chennai,2
Velachery,2 bhk,1578,1,97.0803,Chennai,2
KK Nagar,3 bhk,1937,2,127.8226,Chennai,3
Karapakkam,2 bhk,1403,2,54.025,Chennai,2
Adyar,1 bhk,968,1,105.21855,Chennai,1
Karapakkam,2 bhk,1628,2,71.505,Chennai,2
Adyar,2 bhk,1287,2,141.1631,Chennai,2
Karapakkam,2 bhk,1438,2,67.1775,Chennai,2
Karapakkam,2 bhk,1351,2,61.94125,Chennai,2
Chrompet,1 bhk,956,1,98.9925,Chennai,1
Adyar,1 bhk,1177,1,106.64405,Chennai,1
Chrompet,1 bhk,774,1,58.9945,Chennai,1
Karapakkam,1 bhk,1207,1,59.6225,Chennai,1
KK Nagar,2 bhk,1561,1,134.8972,Chennai,2
Karapakkam,1 bhk,1156,1,100.5625,Chennai,1
KK Nagar,3 bhk,1852,2,155.9246,Chennai,3
Chrompet,1 bhk,1190,1,126.3175,Chennai,1
Velachery,3 bhk,1823,2,102.4968,Chennai,3
Velachery,2 bhk,1527,1,77.3844,Chennai,2
Karapakkam,1 bhk,581,1,72.38,Chennai,1
Karapakkam,1 bhk,519,1,68.02,Chennai,1
Karapakkam,1 bhk,1290,1,94.3325,Chennai,1
Chrompet,2 bhk,1274,1,91.7345,Chennai,2
Chrompet,1 bhk,1041,1,139.192,Chennai,1
Karapakkam,1 bhk,908,1,43.43,Chennai,1
Karapakkam,2 bhk,1525,2,124.2025,Chennai,2
Velachery,3 bhk,1984,2,101.696,Chennai,3
Karapakkam,2 bhk,1537,2,120.75,Chennai,2
Velachery,3 bhk,1806,2,108.8512,Chennai,3
Adyar,1 bhk,1152,1,98.6328,Chennai,1
Chrompet,2 bhk,1288,1,157.333,Chennai,2
Karapakkam,1 bhk,730,1,51.985,Chennai,1
Velachery,2 bhk,1730,1,106.1602,Chennai,2
Chrompet,1 bhk,845,1,106.7385,Chennai,1
Velachery,2 bhk,1776,1,148.3492,Chennai,2
Chrompet,1 bhk,913,1,128.9305,Chennai,1
Chrompet,1 bhk,1124,1,82.4388,Chennai,1
Karapakkam,1 bhk,766,1,47.33,Chennai,1
Karapakkam,1 bhk,665,1,67.67,Chennai,1
Chrompet,1 bhk,762,1,60.0054,Chennai,1
Velachery,3 bhk,1833,2,109.2216,Chennai,3
Chrompet,1 bhk,944,1,116.635,Chennai,1
Anna Nagar,1 bhk,1754,1,119.6007,Chennai,1
Chrompet,1 bhk,875,1,119.535,Chennai,1
Karapakkam,2 bhk,1392,2,85.3925,Chennai,2
T Nagar,2 bhk,1853,1,135.5284,Chennai,2
Velachery,2 bhk,1576,1,109.3187,Chennai,2
Chrompet,1 bhk,1022,1,129.072,Chennai,1
Anna Nagar,1 bhk,1640,1,106.4906,Chennai,1
Chrompet,1 bhk,779,1,81.9798,Chennai,1
Velachery,2 bhk,1729,1,119.5655,Chennai,2
Chrompet,1 bhk,715,1,102.8385,Chennai,1
Anna Nagar,1 bhk,1562,1,173.1438,Chennai,1
Karapakkam,1 bhk,1203,1,66.19875,Chennai,1
KK Nagar,3 bhk,1825,2,107.8306,Chennai,3
Velachery,2 bhk,1707,1,91.251,Chennai,2
Adyar,1 bhk,998,1,78.57455,Chennai,1
Karapakkam,2 bhk,1675,2,82.975,Chennai,2
Anna Nagar,1 bhk,1792,1,206.9727,Chennai,1
Anna Nagar,1 bhk,1574,1,117.7248,Chennai,1
Karapakkam,1 bhk,1070,1,97.275,Chennai,1
Chrompet,1 bhk,1125,1,124.01,Chennai,1
Velachery,3 bhk,1971,2,146.1616,Chennai,3
KK Nagar,2 bhk,1361,1,89.7694,Chennai,2
KK Nagar,3 bhk,1786,2,99.6028,Chennai,3
Karapakkam,1 bhk,612,1,53.1575,Chennai,1
T Nagar,1 bhk,1596,1,112.626,Chennai,1
Anna Nagar,1 bhk,1644,1,116.8172,Chennai,1
Adyar,1 bhk,1041,1,106.4653,Chennai,1
Chrompet,1 bhk,810,1,93.5275,Chennai,1
Chrompet,1 bhk,837,1,85.8239,Chennai,1
T Nagar,2 bhk,1884,1,140.4965,Chennai,2
Chrompet,1 bhk,1063,1,92.5301,Chennai,1
Karapakkam,1 bhk,1298,1,66.86,Chennai,1
Anna Nagar,2 bhk,1867,1,107.2135,Chennai,2
T Nagar,1 bhk,1575,1,100.0221,Chennai,1
Karapakkam,2 bhk,1463,2,81.10875,Chennai,2
Karapakkam,1 bhk,1164,1,83.8175,Chennai,1
Anna Nagar,2 bhk,1805,1,204.3879,Chennai,2
Adyar,1 bhk,733,1,48.8684,Chennai,1
Adyar,1 bhk,1197,1,99.0551,Chennai,1
KK Nagar,3 bhk,2069,2,100.4244,Chennai,3
Chrompet,1 bhk,956,1,113.301,Chennai,1
Adyar,1 bhk,736,1,78.39405,Chennai,1
Chrompet,1 bhk,1050,1,99.936,Chennai,1
KK Nagar,3 bhk,2047,2,119.9292,Chennai,3
Adyar,1 bhk,632,1,88.995,Chennai,1
Karapakkam,1 bhk,871,1,80.68,Chennai,1
Adyar,1 bhk,811,1,88.2439,Chennai,1
Adyar,1 bhk,1087,1,82.57475,Chennai,1
Chrompet,1 bhk,1170,1,102.5015,Chennai,1
Velachery,3 bhk,1843,2,96.3553,Chennai,3
T Nagar,1 bhk,1783,1,141.066,Chennai,1
Karapakkam,1 bhk,847,1,90.3275,Chennai,1
Chrompet,2 bhk,1258,1,82.1821,Chennai,2
Karapakkam,1 bhk,979,1,72.74625,Chennai,1
Karapakkam,2 bhk,1607,2,74.04375,Chennai,2
Chrompet,1 bhk,775,1,77.2675,Chennai,1
Velachery,3 bhk,1830,2,111.1143,Chennai,3
Chrompet,1 bhk,961,1,84.065,Chennai,1
Velachery,3 bhk,1925,2,83.7255,Chennai,3
KK Nagar,1 bhk,1301,1,139.3812,Chennai,1
Chrompet,1 bhk,1041,1,91.9777,Chennai,1
Karapakkam,2 bhk,1593,2,79.93125,Chennai,2
Chrompet,1 bhk,779,1,101.89,Chennai,1
Adyar,1 bhk,725,1,80.71375,Chennai,1
KK Nagar,2 bhk,1717,1,143.5056,Chennai,2
Adyar,2 bhk,1248,2,87.39885,Chennai,2
Chrompet,2 bhk,1223,1,105.0115,Chennai,2
T Nagar,2 bhk,1925,1,236.6734,Chennai,2
Chrompet,1 bhk,907,1,99.9559,Chennai,1
Chrompet,1 bhk,1089,1,100.0093,Chennai,1
Anna Nagar,1 bhk,1574,1,112.3577,Chennai,1
Karapakkam,2 bhk,1335,2,129.865,Chennai,2
KK Nagar,3 bhk,1876,2,165.2704,Chennai,3
KK Nagar,4 bhk,2455,2,200.631,Chennai,4
Karapakkam,1 bhk,1280,1,67.835,Chennai,1
KK Nagar,3 bhk,2169,2,170.3958,Chennai,3
Velachery,3 bhk,1897,2,100.401,Chennai,3
Chrompet,1 bhk,975,1,83.4575,Chennai,1
T Nagar,2 bhk,1876,1,146.8579,Chennai,2
Anna Nagar,2 bhk,1931,1,147.9912,Chennai,2
Anna Nagar,1 bhk,1793,1,223.4885,Chennai,1
T Nagar,1 bhk,1618,1,126.1132,Chennai,1
Velachery,2 bhk,1582,1,81.5526,Chennai,2
Chrompet,1 bhk,1050,1,144.1475,Chennai,1
KK Nagar,3 bhk,1938,2,118.546,Chennai,3
Ana Nagar,2 bhk,1894,1,143.1042,Chennai,2
Anna Nagar,1 bhk,1780,1,115.7478,Chennai,1
Velachery,2 bhk,1636,1,87.7857,Chennai,2
Anna Nagar,2 bhk,1864,1,206.9178,Chennai,2
KK Nagar,4 bhk,2478,2,196.0094,Chennai,4
Karapakkam,1 bhk,725,1,49.5325,Chennai,1
Anna Nagar,1 bhk,1627,1,120.936,Chennai,1
Karapakkam,2 bhk,1652,2,59.9925,Chennai,2
Anna Nagar,2 bhk,1996,1,225.6705,Chennai,2
KK Nagar,2 bhk,1463,1,128.021,Chennai,2
Karapakkam,1 bhk,1302,1,88.7125,Chennai,1
Chrompet,2 bhk,1294,1,87.8215,Chennai,2
Karapakkam,2 bhk,1685,2,88.95625,Chennai,2
Velachery,2 bhk,1790,1,76.2734,Chennai,2
Chrompet,1 bhk,1036,1,100.3067,Chennai,1
Anna Nagar,1 bhk,1688,1,196.3292,Chennai,1
Anna Nagar,1 bhk,1707,1,201.9215,Chennai,1
Chrompet,1 bhk,919,1,79.8945,Chennai,1
Velachery,2 bhk,1528,1,81.9279,Chennai,2
Velachery,2 bhk,1746,1,149.1716,Chennai,2
Anna Nagar,2 bhk,1885,1,135.0141,Chennai,2
Adyar,1 bhk,1135,1,86.99125,Chennai,1
Chrompet,1 bhk,871,1,73.73,Chennai,1
Adyar,1 bhk,831,1,77.13895,Chennai,1
Chrompet,2 bhk,1216,1,97.489,Chennai,2
KK Nagar,2 bhk,1728,1,109.3068,Chennai,2
Anna Nagar,1 bhk,1677,1,119.4705,Chennai,1
Karapakkam,2 bhk,1463,2,58.85,Chennai,2
T Nagar,1 bhk,1739,1,103.207,Chennai,1
Karapakkam,1 bhk,668,1,33.39,Chennai,1
Anna Nagar,2 bhk,1878,1,154.9616,Chennai,2
Anna Nagar,1 bhk,1780,1,131.4058,Chennai,1
Velachery,2 bhk,1513,1,80.0895,Chennai,2
Chrompet,1 bhk,917,1,125.0865,Chennai,1
KK Nagar,3 bhk,2157,2,118.5314,Chennai,3
Karapakkam,1 bhk,730,1,48.86,Chennai,1
T Nagar,2 bhk,1912,1,211.0731,Chennai,2
KK Nagar,4 bhk,2411,2,125.2054,Chennai,4
T Nagar,2 bhk,1854,1,131.734,Chennai,2
KK Nagar,3 bhk,2075,2,106.9608,Chennai,3
Karapakkam,1 bhk,1239,1,52.815,Chennai,1
Adyar,1 bhk,890,1,84.14875,Chennai,1
KK Nagar,4 bhk,2471,2,132.5906,Chennai,4
KK Nagar,1 bhk,1303,1,84.9666,Chennai,1
KK Nagar,2 bhk,1532,1,134.0544,Chennai,2
Karapakkam,1 bhk,947,1,87.09375,Chennai,1
KK Nagar,4 bhk,2271,2,184.3688,Chennai,4
Karapakkam,2 bhk,1610,2,128.7625,Chennai,2
Chrompet,1 bhk,808,1,95.4405,Chennai,1
Karapakkam,2 bhk,1626,2,94.785,Chennai,2
KK Nagar,2 bhk,1596,1,135.0216,Chennai,2
KK Nagar,2 bhk,1653,1,112.2276,Chennai,2
Velachery,2 bhk,1609,1,95.8867,Chennai,2
T Nagar,1 bhk,1503,1,179.781,Chennai,1
Chrompet,2 bhk,1232,1,93.711,Chennai,2
KK Nagar,3 bhk,1838,2,92.4472,Chennai,3
Velachery,2 bhk,1511,1,67.0236,Chennai,2
Chrompet,1 bhk,1072,1,128.9315,Chennai,1
Adyar,2 bhk,1291,2,101.68445,Chennai,2
Anna Nagar,1 bhk,1771,1,111.2354,Chennai,1
Chrompet,1 bhk,709,1,93.3228,Chennai,1
T Nagar,2 bhk,1886,1,154.1611,Chennai,2
Velachery,2 bhk,1540,1,81.7446,Chennai,2
Anna Nagar,1 bhk,1712,1,193.3775,Chennai,1
Chrompet,1 bhk,853,1,98.7225,Chennai,1
Chrompet,1 bhk,890,1,114.9245,Chennai,1
Chrompet,1 bhk,934,1,87.5068,Chennai,1
Adyar,1 bhk,1113,1,84.4949,Chennai,1
Adyar,1 bhk,1183,1,140.4632,Chennai,1
Karapakkam,1 bhk,527,1,51.7325,Chennai,1
Chrompet,1 bhk,996,1,98.3112,Chennai,1
KK Nagar,2 bhk,1730,1,106.5114,Chennai,2
Velachery,2 bhk,1697,1,126.6678,Chennai,2
KK Nagar,4 bhk,2260,2,125.2844,Chennai,4
Anna Nagar,1 bhk,1754,1,133.3082,Chennai,1
Anna Nagar,1 bhk,1633,1,193.0069,Chennai,1
Chrompet,1 bhk,914,1,81.552,Chennai,1
KK Nagar,4 bhk,2457,2,139.0712,Chennai,4
T Nagar,2 bhk,1946,1,218.9764,Chennai,2
Adyar,1 bhk,713,1,76.76,Chennai,1
Chrompet,1 bhk,1179,1,100.442,Chennai,1
Velachery,2 bhk,1770,1,85.4808,Chennai,2
Velachery,3 bhk,1833,2,157.412,Chennai,3
KK Nagar,4 bhk,2335,2,122.9094,Chennai,4
Adyar,1 bhk,1122,1,74.98275,Chennai,1
Anna Nagar,2 bhk,1866,1,144.0923,Chennai,2
Karapakkam,2 bhk,1635,2,107.63,Chennai,2
Anna Nagar,1 bhk,1514,1,120.4765,Chennai,1
Adyar,2 bhk,1242,2,93.78485,Chennai,2
Anna Nagar,2 bhk,1861,1,120.0685,Chennai,2
KK Nagar,2 bhk,1650,1,142.7826,Chennai,2
Velachery,3 bhk,1802,2,82.8894,Chennai,3
Velachery,2 bhk,1594,1,98.652,Chennai,2
Adyar,2 bhk,1217,2,141.78675,Chennai,2
KK Nagar,3 bhk,1926,2,98.3996,Chennai,3
Karapakkam,1 bhk,1143,1,52.805,Chennai,1
Chrompet,1 bhk,1129,1,92.1493,Chennai,1
Chrompet,1 bhk,937,1,82.4595,Chennai,1
Adyar,1 bhk,790,1,73.299,Chennai,1
Adyar,2 bhk,1215,2,151.0354,Chennai,2
Chrompet,1 bhk,976,1,119.437,Chennai,1
Adyar,1 bhk,604,1,63.2256,Chennai,1
Velachery,2 bhk,1672,1,109.0474,Chennai,2
KK Nagar,4 bhk,2382,2,181.927,Chennai,4
KK Nagar,1 bhk,1324,1,89.627,Chennai,1
Karapakkam,1 bhk,1198,1,105.99,Chennai,1
Karapakkam,2 bhk,1347,2,82.68875,Chennai,2
Velachery,3 bhk,1845,2,113.9556,Chennai,3
Karapakkam,2 bhk,1569,2,87.925,Chennai,2
T Nagar,1 bhk,1548,1,132.4945,Chennai,1
Chrompet,1 bhk,1143,1,93.0566,Chennai,1
Chrompet,1 bhk,1127,1,91.981,Chennai,1
Karapakkam,1 bhk,585,1,39.0675,Chennai,1
KK Nagar,3 bhk,1823,2,107.485,Chennai,3
